UserId,Tau
"10749726","20"
"3216326","3277.5"
"13356493","189"
"10495250","3463"
"10354533","1783"
"1119611","884.5"
"13240249","94.2142857142857"
"11450095","196"
"1566078","215"
"9947918","0"
"11874695","1411.66666666667"
"13691066","1274.33333333333"
"4296537","659.285714285714"
"14243117","47"
"833409","948"
"613130","10.82"
"12716808","1049.33333333333"
"13963308","172.25"
"11212891","5.75"
"14612962","23"
"3166372","19"
"9888444","1313.5"
"6716264","869"
"14077425","98.6666666666667"
"11277672","1471.66666666667"
"1739884","507.384615384615"
"799723","461.5"
"1377350","1610"
"4957915","698.555555555556"
"8754793","992"
"1114406","444"
"11775692","3095"
"15873029","816.8"
"7519779","929.285714285714"
"11695633","14"
"8354793","234.9"
"2646022","910"
"4132144","58.4322033898305"
"4372","170.2"
"8108684","303.05"
"2506025","118"
"9929449","135.666666666667"
"5053862","772.833333333333"
"5506673","1916"
"12540227","0"
"14270718","527"
"6038474","1591"
"9882001","1349"
"5156887","329.5"
"4642745","3765"
"3678249","528"
"187261","5905"
"12801118","286"
"10008270","695.666666666667"
"10971754","975.6"
"14409330","51.8333333333333"
"9745732","339.785714285714"
"6862650","1025.33333333333"
"15848","4006"
"15790982","1129"
"12927263","1262.8"
"9547104","73.7777777777778"
"10857444","5591"
"15584240","108"
"3407933","3070"
"14457833","74.5555555555556"
"15543956","45"
"2523547","2"
"3964155","640.571428571429"
"7360033","534"
"9137276","182"
"16048360","71"
"13979487","23.5921787709497"
"15650674","11.5"
"7217219","959.428571428571"
"289912","5107"
"15747108","71.6666666666667"
"95369","1479.75"
"5564683","848.5"
"1747696","1787.5"
"6413990","5387"
"4708729","1023"
"14390724","920"
"4420812","315.285714285714"
"333403","1443.25"
"6874310","152.192307692308"
"7568432","1459.5"
"15282072","343.666666666667"
"184925","1325"
"14419966","2"
"2537328","2945"
"15019551","457"
"15905964","285"
"14357441","52.1132075471698"
"7510392","361"
"5483900","771.666666666667"
"15870690","3183"
"1435477","2719.5"
"10596033","2257"
"3086080","6069"
"14229998","4350"
"1358179","2558"
"9274948","362.45"
"1982755","2597"
"5282242","2749"
"1288120","3362.5"
"581414","1003.71428571429"
"2341188","0"
"5185933","852"
"11304107","687.818181818182"
"6773313","498"
"15210406","762.166666666667"
"10424244","2390.5"
"3055413","3288"
"17297638","1"
"9828863","1"
"17002095","863"
"6686123","448"
"7578555","1"
"10109169","1323"
"11607239","36.3"
"14916223","3.25"
"8029935","0"
"4582948","350.52380952381"
"16368504","1230"
"2315358","22"
"1548557","1136"
"12586249","73.9210526315789"
"15045663","1166.85714285714"
"15709398","889.833333333333"
"13005328","120"
"16195465","240.75"
"12289632","632.111111111111"
"5374446","940.333333333333"
"11295085","3018"
"6673029","0"
"14819440","2194.5"
"5396742","14"
"3075755","1178"
"9161094","1314"
"1485607","4425"
"15106599","1"
"279313","1523.33333333333"
"148912","4384"
"12734203","145"
"11122338","817.5"
"11577415","0.5"
"10591157","746"
"162529","595.538461538462"
"7510463","6"
"16478699","25.3888888888889"
"15856702","346.4375"
"1158845","1412.33333333333"
"194585","3216"
"1698143","2976"
"1626109","2247.5"
"6701896","803.5"
"10192774","2528.66666666667"
"8996652","1138"
"10164669","160"
"9587375","5453"
"3734640","2633.66666666667"
"11808461","1"
"1898677","553.25"
"76173","273.814814814815"
"3684343","178.363636363636"
"12167956","90"
"7581432","65.5"
"15016891","349.666666666667"
"12084132","617.333333333333"
"5637701","526"
"743361","720"
"13006355","3054"
"3260695","523.769230769231"
"11142858","406.333333333333"
"17328152","85.3076923076923"
"15186498","2026"
"9789900","47.75"
"12130170","2376.66666666667"
"6100096","3618"
"13152161","1303"
"15581377","0"
"1997376","2657"
"8507303","3075"
"12036706","1498"
"6692895","112.519480519481"
"7901555","259.769230769231"
"13975160","23"
"974822","608.230769230769"
"12379278","602"
"12247011","2391"
"2632057","167"
"5421489","5153"
"649322","1597"
"10448834","1342.66666666667"
"15063812","47.6666666666667"
"2828086","2602"
"2111193","3347"
"10077371","3731"
"17199444","26"
"12991188","765"
"1040621","645"
"17038331","759"
"2147814","133.571428571429"
"16992994","9"
"6625463","962.5"
"4142985","190.375"
"7206701","41.3684210526316"
"492973","90"
"15430010","352.166666666667"
"4331788","4.4"
"2814332","0.5"
"9220683","2661"
"318380","2187"
"6267662","72"
"12804701","0"
"13069894","1070"
"5818081","466"
"8351429","2.66666666666667"
"2570424","809.666666666667"
"4929038","989.625"
"511017","623"
"12948262","226.34375"
"11440760","1367"
"5564963","923"
"2924500","243"
"15107575","1069.2"
"14769314","12"
"2314651","1822"
"3049693","1281.5"
"121676","29"
"1321917","274.233333333333"
"6256731","2596"
"2135754","1067.75"
"3114661","223"
"17454907","182.333333333333"
"11203923","2049"
"5630101","490"
"981933","2630"
"3616714","1248.66666666667"
"4762426","0"
"818862","1920"
"3141792","50.2088607594937"
"13043895","3050"
"10354266","1464"
"2381505","5143"
"1047713","1853.75"
"748133","2805.5"
"10766021","63.25"
"1481446","2663"
"262742","259"
"1175583","1935.5"
"3613500","161.25"
"12647327","1525"
"394157","2964"
"4490712","358"
"11200555","365.333333333333"
"2321140","1186.5"
"7180307","47"
"9578506","3214"
"1093531","1010"
"9528658","628"
"558098","2399.33333333333"
"15033763","344.714285714286"
"15480317","1888.5"
"93921","1765.5"
"2104280","194.837209302326"
"4536345","830"
"1588662","2682"
"11234714","1"
"16932102","280"
"10161976","4060"
"15963995","50"
"10681927","5471"
"14761356","48"
"13514209","950.666666666667"
"2841501","27.75"
"3281415","19"
"11433742","28"
"15133061","5583"
"9576116","978"
"15420736","9"
"1494134","3101"
"7943880","2556"
"469491","413.277777777778"
"16771684","17"
"2724204","1458"
"3888135","191"
"14128917","799"
"2603603","1562"
"1523779","1609"
"9619515","3028"
"5453953","55"
"5828883","226.95652173913"
"10504481","1780.75"
"10928642","4013"
"8386140","755.1"
"4637057","665.6"
"10851068","2375"
"17487331","0"
"3083411","18"
"3040622","0"
"10616029","12"
"13753682","7.4"
"4289832","0"
"3142139","355.217391304348"
"11062844","1467"
"1521585","237.333333333333"
"6793800","319"
"14367221","726.111111111111"
"13678514","769.4"
"14309239","3235.5"
"7794840","891.857142857143"
"9938997","751.333333333333"
"1479619","5617"
"744519","23"
"1599751","3006"
"14845694","1556"
"448131","4799"
"10546122","232.333333333333"
"12204296","2155"
"4832499","7973"
"13550509","306"
"11645418","4"
"8810141","911.5"
"15542949","39"
"16239868","274.555555555556"
"12508832","4528"
"13184444","82.4444444444444"
"1846656","4251"
"15232730","6569"
"4493817","712.666666666667"
"5335062","3965"
"7513880","185.294117647059"
"14555439","0"
"2378649","175.766666666667"
"14978098","85"
"13184289","2217"
"8072678","594.25"
"6117223","989.714285714286"
"634824","74.4102564102564"
"842327","1400"
"4187837","1271.6"
"2572602","0"
"7199494","382"
"3154372","1240"
"15852873","26.5"
"9863952","1929.66666666667"
"15005026","0"
"8854750","3247"
"10413722","2163"
"17560900","0"
"10179445","1831.75"
"11158457","0"
"16053500","12.5"
"8851644","4912"
"15905471","297"
"1215052","44"
"933810","284.826086956522"
"11980232","1007.66666666667"
"16418266","21"
"7769315","732"
"6051323","70"
"518235","1"
"7370876","243"
"8661637","1730"
"13747578","24"
"2067969","3430"
"12627600","347.666666666667"
"2125110","422.9"
"1307503","57.9565217391304"
"1570972","434.125"
"1615905","2305"
"15342355","238"
"1415929","379.625"
"7419228","1385.5"
"1831456","193.857142857143"
"15599641","1756.5"
"13735204","743"
"6599220","261.75"
"16084071","392.666666666667"
"3263719","7283"
"4530300","930.5"
"14373609","6572"
"7244787","619"
"6409586","72"
"9730812","188"
"7911235","73.2025316455696"
"2478531","357"
"15750578","50"
"8463389","1"
"15790174","90.6666666666667"
"13654087","0"
"11230821","0"
"13341072","594.5"
"48956","1245"
"15238138","6"
"15814044","0"
"59470","385.833333333333"
"2573896","0"
"770110","1312"
"727","1760"
"3552250","1202"
"157605","974.875"
"10808344","210"
"12741671","2616.5"
"2437514","508"
"4597147","1378"
"13451415","7116"
"14390982","424.933333333333"
"13542384","240.625"
"8556269","255.2"
"14505740","468"
"3154274","1469"
"17177380","15.6666666666667"
"11793333","153.75"
"11309081","2"
"13065781","28.6859205776173"
"16009834","1"
"14286734","1852"
"3151518","862.666666666667"
"4464671","721"
"906839","1215.16666666667"
"16932943","146"
"4355877","587"
"14938175","0"
"7699822","1731.5"
"497883","3569"
"1761928","147.181818181818"
"1080389","2564"
"15808454","566"
"7110428","277.962962962963"
"3482140","640.666666666667"
"2982028","371.333333333333"
"12190206","232.5"
"4373120","1.5"
"2686309","2825.33333333333"
"9546238","4521"
"4437325","2500"
"15179402","2983.5"
"6706419","154.75"
"2189735","2703.33333333333"
"16799534","496"
"6087087","74"
"8702601","2292"
"16939002","0"
"8010568","162.882352941176"
"13953119","48"
"15458307","767.5"
"14098666","1235.66666666667"
"421642","564.307692307692"
"5587646","760.333333333333"
"6124047","636.5"
"6951227","116"
"9475947","650.666666666667"
"2500289","0"
"3554970","662.5"
"6621334","139.210526315789"
"10244701","1252.33333333333"
"6808116","3"
"9145373","2086.5"
"4885321","137.233333333333"
"1017161","3332"
"7271660","467.875"
"12812396","699.285714285714"
"1882","35.8024691358025"
"14104059","450"
"1734032","648.5"
"13809552","1798"
"527574","346.714285714286"
"5115670","881.285714285714"
"9993413","22.5"
"16502949","2.5"
"890","2731"
"8598442","39.5"
"7665561","1688"
"3668129","527.5"
"276070","193"
"9966377","2572"
"4411755","2547"
"17122175","516"
"10673097","849.666666666667"
"4370090","2343.33333333333"
"385844","1446"
"17427052","154"
"16886539","58.25"
"16754833","15"
"11734174","6"
"1362322","2730.5"
"9356181","7652"
"13210235","0"
"2252420","240"
"7529721","244"
"1050392","2045"
"14671537","5758"
"2667465","2533.5"
"11301839","156.5"
"13084163","0"
"463319","27.4574132492114"
"2564360","2632"
"16165322","0"
"7191280","195.333333333333"
"11765301","413.5"
"11719390","935"
"13521763","2306.5"
"6594090","574"
"3938402","1861"
"4553982","430.222222222222"
"12740189","2508.5"
"8138184","1777.25"
"14397195","21"
"3429579","0"
"14326743","847"
"10295795","4323"
"12466687","726"
"5232550","1"
"4785824","2072.5"
"8602197","48"
"5561658","3435"
"251947","433"
"6452648","102"
"15351776","7"
"8356245","391.666666666667"
"12339410","567.625"
"13018164","10"
"673852","374.608695652174"
"4375912","1532.5"
"609765","0"
"6910868","312.5"
"16923267","0"
"6904020","4241"
"14664429","2024"
"4316735","24"
"6864351","0"
"10653962","1200"
"10058344","965"
"2022724","264.5"
"2933593","0"
"9375712","2468"
"1503645","2113"
"5248299","438"
"3743963","12.5"
"404970","42.3333333333333"
"492307","1349.16666666667"
"2838507","1"
"17111803","479"
"15854004","1"
"15232088","163.222222222222"
"13700047","2907"
"9991904","129.5"
"4017403","443"
"5719384","2.5"
"10556837","2950"
"2731103","2428"
"5309984","1042.8"
"3515792","4212"
"16121393","481.1"
"6694814","344.5"
"14846182","126.5"
"15773862","66"
"11373689","0"
"8150874","2843"
"2169837","47"
"12458473","1492.4"
"13472043","303"
"8518207","1211"
"6047065","120"
"4464278","58.7142857142857"
"16742879","2"
"13328160","119.705882352941"
"13950243","304"
"14208815","96"
"3934886","1269.4"
"5505148","520.142857142857"
"5677857","6184"
"8700383","159"
"15928435","5079"
"4929232","2545"
"5936192","197.666666666667"
"9005383","1431"
"10352500","741"
"5243983","387"
"13454535","60.7692307692308"
"2084503","3170"
"818338","2136"
"4438061","1645.2"
"14755367","543.6"
"2606761","2400"
"16717743","52"
"3774282","1080"
"4126418","1230.5"
"14793677","557.5"
"7565450","1829.5"
"8144348","5786"
"2587904","440.555555555556"
"6605031","3366.5"
"4247819","3599.5"
"10341436","20.6666666666667"
"3919425","0"
"209568","1345"
"12002057","1900"
"10566747","1030.5"
"12258482","352.95652173913"
"3356376","1406"
"10042125","1"
"13283798","190.611111111111"
"17544850","0"
"11213551","64.7692307692308"
"13828108","4969"
"1735003","381.5"
"2454797","352"
"5193247","540.5"
"1177590","2305.33333333333"
"3045099","3110"
"10623338","2515"
"127255","3215"
"17071827","0"
"545247","31.3571428571429"
"13318715","894.5"
"10908941","3.33333333333333"
"1035613","1416"
"12737686","671"
"8098755","712"
"2581820","173"
"4596747","1"
"15323523","1897"
"15409188","3274"
"2204581","926.444444444444"
"11732976","257.5"
"15067015","2975.5"
"9071943","23.755"
"3392380","596.625"
"1308685","470"
"15231644","1101.5"
"13953537","2550.5"
"9350653","1"
"3731501","45.0052083333333"
"8201371","554"
"14410638","915"
"380229","822.666666666667"
"136864","4317.5"
"12201993","66.5555555555556"
"7825553","952.666666666667"
"15308161","38.8"
"14156728","122.5"
"11655734","386.25"
"5535337","942.333333333333"
"12173865","150.2"
"8115043","26"
"1591011","926"
"13680262","1448"
"16919257","167.928571428571"
"6269559","1165.57142857143"
"4140943","1607"
"5671534","24"
"16456138","184.666666666667"
"11216230","505"
"16565252","0.5"
"1877798","1416"
"3706016","71.3389830508475"
"11138259","233.222222222222"
"13173624","2266.5"
"11383492","1457"
"7475838","233.333333333333"
"3940047","569"
"6288241","516.5"
"1171116","352.9"
"11441829","527.714285714286"
"4572240","6088"
"14163533","4102.5"
"7214332","2133.66666666667"
"2936778","323.411764705882"
"718057","4959"
"10743742","457.5"
"7753289","718"
"15680552","4115"
"8095299","363"
"4759864","3006"
"16920008","7"
"12213999","2"
"15486192","220.5"
"1837991","3334.5"
"472566","1674.4"
"14934589","264.75"
"11557906","1595.75"
"529659","1894.66666666667"
"14684936","1561"
"14077995","0.5"
"13425606","160.41935483871"
"5481641","2879"
"2231591","74.3333333333333"
"8290290","1280"
"14143637","0"
"9203290","392"
"5326603","0"
"14058590","1971.5"
"3867033","253"
"377118","198.416666666667"
"4715988","99"
"4554883","107.597014925373"
"4646738","589.090909090909"
"14798698","2464"
"6229126","2950"
"11918710","1942"
"9117909","3117"
"9033739","3362.5"
"3065103","4847"
"12112964","1310"
"8907542","938"
"11766755","25"
"1488167","1803"
"1979703","1425.4"
"14672911","312"
"1853104","1"
"717630","1052.25"
"3193075","2066"
"10233092","0"
"3518406","127.75"
"14827952","275.5"
"2833434","143"
"16762277","781"
"8203557","22"
"15707595","1"
"4650625","1678.66666666667"
"12725405","11.3333333333333"
"7047638","343.2"
"1032035","2781.5"
"9214517","60"
"16749280","753.5"
"9670404","864"
"8742188","3939"
"9405534","2592"
"2662728","143"
"9393102","620.846153846154"
"2820253","49"
"85952","458"
"15953731","0"
"8071857","4.4"
"471955","1291.66666666667"
"7670620","161.363636363636"
"3042031","572.4"
"1872867","5561"
"7299049","92"
"2525237","1056"
"1574294","509.666666666667"
"10255888","135.8"
"16313545","0"
"8372394","2901"
"9905120","4"
"13844309","1267"
"2038179","2904"
"6920905","3034"
"16114534","0.666666666666667"
"2848541","1930"
"6999245","203.5"
"1384539","62.6376811594203"
"16281485","31"
"15281224","220.037037037037"
"4748060","2158.66666666667"
"10350621","3551"
"6170729","1409"
"8078014","4095"
"16991317","555.333333333333"
"8515656","348"
"13219721","2998"
"3348909","3"
"88406","2281"
"69545","124.257142857143"
"999223","380.7"
"10874583","6122"
"15344004","340"
"364696","32.3595505617978"
"15817319","1973"
"5308312","185.916666666667"
"12315946","283.857142857143"
"13864480","575.428571428571"
"14807952","1773"
"7578127","15.6666666666667"
"11741070","0.5"
"12110179","2847"
"184509","118.870967741935"
"7008132","1220.6"
"9850306","609"
"15380874","113"
"141397","1037"
"9894471","2390"
"4249956","7"
"192737","265"
"9255736","1869"
"1422679","873.5"
"11184001","4724"
"1396022","1685"
"14700040","84"
"3769076","1489"
"7495326","1633"
"1425790","622"
"183530","95.5"
"556899","2123"
"7293078","22.5"
"10375359","56.2"
"15064882","63.1904761904762"
"17500135","49"
"14812314","1"
"13497030","27"
"3841242","0"
"16187613","167.913043478261"
"2110862","5144"
"12023402","224.965517241379"
"5791271","176"
"12781390","559"
"4718253","3040"
"8361664","775.444444444444"
"674896","2279.5"
"12587035","1647"
"15952509","125"
"15605589","22"
"8109482","237.5"
"10461749","0.333333333333333"
"3977093","234"
"10744264","1"
"10131744","86"
"14633739","973"
"13672871","1016.25"
"9294367","10"
"1616719","49"
"12275864","2108"
"3784238","1429"
"1151799","1434"
"11783476","1781"
"684776","214.846153846154"
"13912232","1004"
"15650029","797"
"3064745","473"
"9534202","2915"
"1328672","430.416666666667"
"185055","217.921052631579"
"7388520","4423"
"860034","452.368421052632"
"13652279","92"
"4752656","1042"
"3456446","848.75"
"15346086","15.1428571428571"
"11250819","48"
"9500085","643"
"8847214","2718"
"15684466","128"
"3645650","48.4777777777778"
"15262682","352.5"
"15456141","113.916666666667"
"11362043","1195"
"14778269","2448"
"1164901","28"
"3193174","92"
"8190327","178.625"
"3782629","1591.33333333333"
"16852537","125"
"9114195","2135.66666666667"
"14447630","6113"
"450068","2"
"13021293","2"
"8628865","1176.25"
"11246655","2799"
"16825601","1284"
"6746785","149.034482758621"
"15444827","3547"
"12367047","743.4"
"10730181","511"
"13056176","926.75"
"7272763","419.75"
"3757757","3454"
"10772654","973.142857142857"
"9471044","1.5"
"14733873","8.25"
"13233545","2163"
"7740992","1567.25"
"650158","295.5"
"3267386","376"
"8950119","1950"
"16878226","163"
"9002404","679"
"4792488","764"
"15748652","2640"
"6099096","569.285714285714"
"14401320","2"
"962696","1348"
"5014577","12.6923076923077"
"11797477","1"
"4768502","617.642857142857"
"6640241","2660"
"7208889","722"
"6245701","914"
"1231714","1280.75"
"175584","1176"
"6592732","1314"
"8485627","2279"
"2373748","767.4"
"15015547","2069"
"5425172","0"
"10875792","7297"
"6896760","211.266666666667"
"10829134","565"
"7824574","264"
"7738368","3136"
"15360127","1"
"11676927","123"
"4809747","2357"
"6391915","41"
"9629902","724.142857142857"
"736987","1553.5"
"9965241","2488"
"13810716","4145"
"11405063","360.5"
"11143599","1071.57142857143"
"11781236","1127.33333333333"
"14344690","114.4"
"3878301","0"
"3789481","643.777777777778"
"722804","181.5"
"458679","1051"
"11110373","2124"
"13030534","817.714285714286"
"10658709","969.2"
"4095235","1545.8"
"16779958","9.38461538461539"
"5403676","4313"
"1863592","244.5"
"14843625","1098.83333333333"
"8049952","3696"
"516126","1799.33333333333"
"1560882","901"
"11480249","1943"
"2005049","29"
"2572293","1999.66666666667"
"12614170","92"
"6402575","531"
"15458461","48"
"4732175","940.857142857143"
"17491607","106"
"16625980","83.5"
"467460","2278"
"1268921","268.25"
"15431330","2688"
"13165070","6317"
"4467687","88.3846153846154"
"1030580","295"
"14087865","39.2389937106918"
"8973582","2996"
"2338823","2690"
"8855226","6716"
"16794739","1247"
"12369606","143"
"9770015","147"
"8767607","3785.5"
"16836846","1"
"14219415","2985"
"9791674","1741"
"9515766","2666"
"8653367","680"
"7084566","137.428571428571"
"13188951","481"
"16949655","2"
"13609359","77.5"
"17215017","158"
"8152782","1264.66666666667"
"10790291","1925"
"5796490","56.3333333333333"
"3195688","827"
"15325519","481.8"
"14424600","106.5"
"7971182","23.8"
"12571947","765"
"15102292","296"
"8941283","3057"
"3840079","3145"
"12560645","142.5"
"10897475","0"
"8442716","80.4"
"15458196","2158"
"13322394","77"
"13478534","6862"
"3440497","328.428571428571"
"6446770","978.5"
"5916915","431.666666666667"
"2487674","266"
"7772768","531"
"14675342","2177.66666666667"
"26510","326.294117647059"
"10253954","221.1875"
"12711326","932.5"
"1780962","4555"
"3006813","673.636363636364"
"5228065","33.2650602409639"
"424498","2041"
"10831557","98.5"
"11720797","5138"
"7116644","42.5"
"8244160","1"
"5932065","534"
"4970610","44.4285714285714"
"603094","1290"
"13841930","481"
"10442294","5211"
"7663703","0"
"11915058","1208"
"5891372","483.333333333333"
"3552178","1712.66666666667"
"5320349","265.75"
"6605966","1132"
"9034824","690.5"
"14677302","66"
"13264334","103.285714285714"
"5713520","132.478260869565"
"13520084","608.5"
"1986442","1731"
"13560486","1569.5"
"4205192","5.28571428571429"
"16305707","1844"
"12636646","1977.33333333333"
"13064668","499"
"1624459","2520"
"9601690","24"
"16111063","2"
"15886996","1"
"4215508","2095"
"11428614","1329"
"10096596","307"
"16450277","116.666666666667"
"4056780","464"
"15681532","700.2"
"150679","3125"
"7552343","2"
"5239740","3618"
"9002664","6834"
"6146963","1463"
"3491125","1700"
"5108220","10.65625"
"5935374","0"
"10220779","38"
"4270389","2379"
"5752844","4.25"
"3966682","1100"
"2047546","5396"
"8435398","1807"
"16918761","178"
"15704281","48.5714285714286"
"14967537","6195"
"12313919","2336"
"15990616","1854"
"16696161","13.5"
"7965547","62.6309523809524"
"131057","2010.33333333333"
"6183502","1018"
"565489","144"
"14849955","184.473684210526"
"9682338","582.5"
"14831168","6000"
"7219194","4883"
"2677449","879"
"11565482","401"
"2557907","136.571428571429"
"9813163","3087"
"11379051","5476"
"9902875","377.909090909091"
"3306495","1391.5"
"4511958","1953.5"
"8090897","307"
"15372311","1015"
"10717591","44.8571428571429"
"10607567","119"
"12417625","1173"
"12212051","1544.8"
"198232","2496"
"14642563","0"
"11977065","1017.6"
"4018111","1979"
"14170686","167.344827586207"
"3760330","2594"
"4716474","832.333333333333"
"6025113","2257"
"15204752","965"
"9123930","11"
"12277392","238"
"9136852","133"
"8812183","608.666666666667"
"6574342","7077"
"1592836","7027"
"6418883","1248"
"17111959","1008"
"719884","1009"
"8368358","2716"
"8948738","3583"
"2634100","355"
"1258525","1725"
"15347599","1034"
"11781457","23.8"
"2698803","6"
"10565192","3026.5"
"15047227","4917"
"13990401","942.6"
"11102630","3996.5"
"13791909","10.6"
"4372063","118"
"1467419","85"
"981183","5421"
"1282923","271.321428571429"
"10012856","2112.5"
"8578233","263"
"13806063","133.8"
"3605259","101"
"6157125","68"
"7517624","2268"
"12683344","503.555555555556"
"4662933","1218.2"
"13804653","3768"
"1638290","2348.5"
"17525834","35.3809523809524"
"15749884","175"
"910348","46"
"8429943","1681"
"5139495","1715"
"9138380","1522.5"
"3105020","86.9302325581395"
"13331952","1621"
"17106161","156.545454545455"
"2196870","551.153846153846"
"3173271","698.181818181818"
"13463049","1"
"3427338","1"
"8608146","858.222222222222"
"10586787","1015.42857142857"
"16158010","74"
"9397800","2197.66666666667"
"1766265","756"
"13772554","39.8888888888889"
"1256452","8.10780669144981"
"2156569","0"
"5783883","4081"
"17220704","66.5"
"832490","446.117647058824"
"16270009","18.5277777777778"
"13685942","501"
"5005756","1604"
"3715334","26.8"
"12005909","426.25"
"8429828","16"
